"location","reference_date","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[0.0,0.1)",0
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[0.1,0.2)",0
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[0.2,0.3)",0
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[0.3,0.4)",0
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[0.4,0.5)",0
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[0.5,0.6)",0.002
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[0.6,0.7)",0.002
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[0.7,0.8)",0
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[0.8,0.9)",0.002
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[0.9,1.0)",0.008
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[1.0,1.1)",0.002
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[1.1,1.2)",0.002
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[1.2,1.3)",0.01
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[1.3,1.4)",0.032
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[1.4,1.5)",0.052
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[1.5,1.6)",0.068
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[1.6,1.7)",0.08
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[1.7,1.8)",0.106
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[1.8,1.9)",0.12
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[1.9,2.0)",0.118
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[2.0,2.1)",0.092
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[2.1,2.2)",0.074
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[2.2,2.3)",0.076
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[2.3,2.4)",0.046
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[2.4,2.5)",0.026
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[2.5,2.6)",0.024
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[2.6,2.7)",0.012
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[2.7,2.8)",0.01
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[2.8,2.9)",0.006
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[2.9,3.0)",0.006
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[3.0,3.1)",0.008
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[3.1,3.2)",0
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[3.2,3.3)",0.002
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[3.3,3.4)",0.002
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[3.4,3.5)",0
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[3.5,3.6)",0
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[3.6,3.7)",0
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[3.7,3.8)",0
"HHS Region 1",2015-03-08,1,2015-03-15,"pmf","[3.8,3.9)",0.002
